0,1,2,3,4
27.195227421798343,57.60092762325343,75.7520786329564,,
1.0,2.0,,,
4.7067709691513855,13.088261031647713,32.31082941188574,20.123055756248306,
1.4943814941523914,1.9553326268137665,,,
1.0,2.0,,,
1.0,2.0,,,
1.0,2.0,,,
1.0,2.0,,,
1.0,2.0,,,
0.9999384321571622,1.9996700435728831,,,
1.0,2.0,,,
1.0,2.0,,,
1.0,2.0,,,
0.22955402892853205,0.3341697031314123,1.2658783944744332,1.7477342591540348,2.12050472809467
0.1763176708874282,0.23084947001684816,0.3008577093163942,0.7351567315875722,0.8608774590531669
0.6674209342766797,0.7139115435860276,0.8562817799478264,0.888254943242997,0.9142439755944296
0.2689500546384982,0.3008464513165171,0.3234463213526185,0.37245582820582684,0.3445409819414083
0.90834661256873,0.933182748251691,0.9209553263454192,0.9758776599838053,0.9850153321589051
0.076182524330248,0.0961955682507802,0.1117872908103977,0.15136545144404037,0.12831748929506828
0.009606222043633894,0.3144264594863399,0.36981153111678167,0.4674668915260161,0.5564688290749328
0.009154326810009099,0.1372749138040261,0.2143680295091758,0.3318933646296221,0.4651966872682838
0.021007506685317822,0.3219249993069763,0.4201028131300339,0.5265016227331962,0.6415413801164709
0.08379164591315966,0.4107610012145553,0.47170929962086905,0.5240894212367764,0.5879653416071791
1.0,2.0,,,
